,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,5.600317865743993e-10,0.02832446203792165,0.09969061482469158,0.09354243558263353,0.01402558791513612,1.687997047704311e-05,0.006138155319348739,0.00022660277183107687,0.4384965730493757,0.08184780031722567,0.011328109226752404,2.5808376883592704e-11,0.072667347038616,0.11472765943970259,0.038967771920447626
1,2.8544472520951352e-05,0.20361923341309937,0.0400289138996113,0.05012231371053116,0.06331635492563371,0.1457979323870628,1.853844934369468e-22,0.012777994604341978,0.03150160380896563,0.00782071841712609,0.004822195254699006,1.0063897454481786e-62,0.012202842141396348,0.02528293685973064,0.40267841610528116
2,7.520520752041705e-07,0.17070871330901516,0.06299333080906405,0.05990184870077331,7.296368822904778e-08,0.05476789469459253,7.730455334134454e-07,0.016005270573566394,0.08770778246258341,0.018996073651639668,0.02131256300289605,0.00016666194242745568,0.005084940036551956,0.08307164274594087,0.4192816800096524
3,1.842920978579769e-12,0.2962703247634858,0.10680130140111614,0.039414134637079885,5.8987158804887464e-06,0.017943337168931102,0.016672477299480674,0.012834052963323737,0.0969043098154528,0.08308777483931849,5.610991368987985e-09,0.0017072347978660425,0.11111964579408931,0.1044646560904694,0.11277484610067197
4,0.005596281098631401,0.11555126596858138,0.41280937357171066,0.003424919117246766,0.00010498259225918635,0.03501627768426481,0.0005305210150097587,6.157683853031709e-05,0.04846524253964424,0.09849534179564962,0.09101055883219711,1.6420256987033757e-14,0.0016517937935992967,0.013617799886561461,0.17366406526609748
5,1.5902116177059178e-24,0.07840032051515242,0.08739258429169888,0.11870698619979214,3.65949141140655e-07,0.20299648166342368,3.3477310738530825e-05,0.00015969198062432672,0.10964590742132073,0.36049515002531796,1.3053962498248583e-06,2.2588604915484234e-07,0.02110603111656454,0.00032042224012311936,0.020741050003803736
6,3.963336025877063e-07,0.16811161741361283,0.03856736364844971,0.018053001301614083,1.3064064896343868e-07,0.033665531341744305,5.419355192343342e-06,0.0002512935264069282,0.1330115171682851,0.1724513852269682,0.006506459641269657,0.0001372501953491858,0.4072058634995143,1.1641541208334698e-05,0.02202112916613346
7,0.0008554521179838762,0.5481086960145387,0.03226883005262948,0.0030095805959895637,1.6225733387812138e-22,0.0378236283610271,1.6809643265955671e-06,8.349670517369673e-05,0.027387916511259415,0.046069239982640516,1.6302464064682224e-05,5.610878398379342e-17,0.15072093695333535,8.301707977927815e-05,0.1535712221972515
8,1.4412817499205504e-20,0.051402435139533936,0.2465456261263742,0.03794761574840601,2.6338876766016734e-06,0.02399387387523906,0.002263003571078342,0.0006731277016290072,0.01631980211248277,0.26759986628696064,0.01030873157995493,8.63388557710411e-06,0.1929295047082431,0.13709694938610123,0.01290819599074321
9,6.890624318814414e-08,0.002930414327161519,0.1896312829343745,0.03523505427028922,3.437844522116237e-21,1.2543545457621936e-05,1.186592362620123e-14,0.033212097883078565,0.07971074930141232,0.3181306169022792,2.435469573035711e-05,5.132441264542393e-29,0.019959114547580682,0.018682849938894068,0.30247085274748703
10,5.811424539175659e-05,0.005937450527204207,0.003992281425315448,0.016075854383730534,1.4212216027120813e-13,0.0003902627974185395,0.35408638849095814,1.7453608974960125e-06,0.3054002895755312,0.08447924694432553,0.0028804622685700697,2.249979177329894e-23,0.005141048638438801,0.21167683239162283,0.00988002295045317
11,1.8257638595927974e-17,0.004660611621399959,0.015687483660356653,0.22149429178293964,2.062509077638672e-09,0.14226067001691442,4.994128726741483e-09,0.0038913030349087448,0.046186056378216774,0.038481672180231304,7.640606172373777e-11,1.2276475139316127e-11,0.49648502125980826,0.0019317761919033364,0.028921106728000783
