,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.03374560321198407,0.09498402599777554,0.019809064005630823,0.3897634309245444,4.523616110013979e-05,0.027805628973427237,0.11934894180470318,5.379413402231952e-08,4.1768198024021023e-103,0.10713248659053537,0.08911233634581543,0.0415934474293135,0.0766597447610363,3.7872318721468854e-31
1,0.20847113380007215,0.27528998195624993,0.004899870173863488,0.037080872775441545,0.01635086540040392,0.002499710721858143,0.03650863789182779,1.3517970491039184e-40,7.349331163015059e-130,0.014368473433533558,0.00245545416197798,0.3994610542527112,0.0001997591445387508,0.0024141862875214103
2,0.02898423011343157,0.3367644657919375,0.00017574572559123463,0.08462211857393126,0.07608228081532721,0.07072971461288723,0.18662378517652753,1.2376508019642804e-05,1.9674147211080506e-254,0.0991071927621367,0.07151388559228858,0.0431597955907901,0.0022244050811047363,3.6560266675358836e-09
3,0.04695546166885777,0.039248499420629565,0.04537614667475694,0.11898820051956224,0.007333414583238869,0.06295264443056345,0.008939030906482476,1.0596458745045149e-20,0.0,0.0855968867065981,0.1946789859352809,0.23976624319504514,0.14727361646677645,0.0028908694922081105
4,0.3095287922997582,0.0415123412889921,0.3133117750777893,0.11260990184392088,0.0004418982117154943,0.07663337033072391,0.05977868899587342,7.743934226218539e-10,8.679305835352765e-297,0.0001357337504341983,0.01155506034188673,0.0317951713799722,0.04269726570454026,1.435253774803112e-38
5,0.021030828018609733,0.029729108237607462,2.138897942726264e-05,0.5406255060873622,0.026023606118544974,0.007009246617281006,0.0167134725223317,0.0003099004827396661,0.0,0.059519633095235176,0.07596160239065092,0.057435893447833966,0.16561981400237608,6.370745579111162e-26
6,0.08457694299321052,0.490198906513859,0.0003582917084996719,0.04831934580209982,0.013757368202949786,0.015022589583133778,0.155672610261585,3.3446017007792106e-14,0.0,0.0009292817374639324,0.10352983502548807,0.08763267468107831,1.5750727137813355e-08,2.1377398713515223e-06
7,0.39390470036571085,0.00022759479374851344,0.00075741343462112,0.18209422843031076,0.00387120642852239,0.01782075817306841,0.08346718384688848,1.7840918051576618e-07,1.625115115944941e-72,0.03415572794546873,0.21971718134896726,0.06368529057625254,0.0002985362472604922,3.4909384684178875e-25
8,0.11155485832570405,0.060288983898474334,0.005204009428338299,0.25612400167920246,0.00029941905642045803,0.03039998964607189,0.010931930084537501,0.06835532422445942,6.955967156902407e-19,0.023192230508525695,0.03135970577676521,0.4016578045561931,0.0006317427962088638,1.9098764688198813e-11
9,0.007587574358737837,0.007810108255202399,0.00854655384409808,0.0013331147102361577,0.014067012022760242,0.0048636943288712445,0.5832419814017703,1.2568910212026213e-24,3.379487732460861e-247,0.05395155362417274,0.00528719616517031,0.15508121515379275,0.137790794157745,0.02043920197744271
10,0.19611773716720604,0.026935751908917338,0.048025968206472563,0.1566907027832275,0.0011212403163028798,0.03197554004542318,0.001169981973533816,6.972842591978438e-17,0.0,0.23285609345599367,1.437112896001291e-05,0.20439821984161174,0.022737442287360396,0.07795695088499083
11,0.030246818773658927,0.030704456531440844,0.22261945264912894,0.18853901566612385,0.14265814722735912,0.15685110352157652,0.001105086089800626,2.6705570604861478e-06,0.0,0.07756049893184105,0.0021581306418396715,0.1475482205028775,6.391967193920022e-06,6.940098657269369e-09
12,0.018561387822109747,0.2096734154018707,0.025556626130715288,0.30159767693366807,0.13657729659750562,0.05592420892869903,0.05845862703004316,5.090452233837682e-07,1.421845274085786e-66,0.016292887115556626,0.015841684097591003,0.1615147227764539,9.527007096839543e-07,5.419853813801378e-09
13,0.17360393648919234,0.11837679022853884,0.0010334452165595795,0.043942398391696565,0.028796635553194318,0.004733799714574114,0.1700341861708475,4.9998838685576183e-08,0.0,0.007773589615877309,0.14282891725421057,0.2613817909231487,1.0372325195985847e-05,0.047484088118125406
14,0.036407234778456705,0.13458790326226047,0.07488403000155058,0.31319692027264906,0.06746081547022716,0.11705367752692583,0.20479918968256597,9.544491883821625e-24,0.0,0.000416810166459723,0.0011695359422288158,0.030997906313166155,0.01570624929704871,0.003319727286460716
15,0.006205660469372366,0.09877339570252164,0.2178625709758485,0.16862885887745893,0.06590488710624476,0.07491893964305078,0.24392570070547323,2.0115869558892913e-15,9.647862710495037e-15,0.018280733055029204,0.03844305487333669,0.06618694493707405,0.0008692536545780599,5.513450639213762e-34
16,0.03010970202888131,0.03194214879430334,0.20060590603201617,0.05215758221169171,0.08726197068185772,0.15679762436886024,0.23958797149271605,2.3340757388142126e-05,0.0,0.033101113754217835,0.03175293365800829,0.05884800677232556,0.005823438454413849,0.07198826099331977
17,0.14202464280271238,0.07698819387833097,0.03545994637473621,0.4048189099721116,0.007338341560895463,0.0022647846624325196,0.2072771398179623,6.3572943261089285e-06,0.0,0.07415870291366072,0.011267609797613478,0.037750873639190496,0.0006444972860235818,4.055567383529549e-15
18,0.00047399133711814237,0.019234645008345055,0.07902453434169746,0.18913239498550422,0.0006702474846540165,0.007382437647607122,0.00016391790433859738,0.00046697439115782173,1.8055472223251426e-69,0.025223310896685367,0.024490463427405247,0.1399916453942293,0.5137454371812576,7.557558258525006e-38
19,0.03648476860107745,0.1712222596530145,0.024876018024850594,0.547881026648787,0.02739022523278433,0.05127265649173714,0.007708595462153559,1.8688085420812348e-12,0.0,0.008947866581024432,0.06637771532707636,0.05779149918542282,4.7366176744621895e-05,2.6134583926949477e-09
20,0.23171479383064675,0.0231354629702596,0.22849759079088214,0.09039520314175063,0.11699493969134572,0.015036987623099986,0.09894478942258773,2.3967220698281325e-08,0.0,0.018819945364444743,0.05149830527961027,0.028788319721834675,0.08969081098895178,0.006482827207365163
21,0.06860737975427544,0.05129082341003099,0.028290152754998923,0.08010930649125045,0.3000553125325178,0.04275417629198804,0.0859895691460355,0.00041635755324544247,0.0,0.11103286259058087,0.19540013477303553,0.01555923496421541,0.02049468603698033,3.7008453232327917e-09
22,0.0012859447649628028,0.13070487143300857,0.06128096505150478,0.4974944954598973,0.0022362933767911346,0.005246438747392174,0.08174565992581419,1.332014474065186e-26,0.0,0.0259423686609656,0.0253752118844649,0.044982463732069815,0.12326842314527393,0.00043686381785493434
23,0.03480422769329798,0.010504530343536697,0.015114408338860968,0.39848630418175346,0.03168894603954003,0.13804554038160566,0.20312550304501817,5.767284340144815e-46,0.0,0.027511941376106075,0.021789499275777516,0.08123070115848033,0.03769839816222472,3.7983392276213645e-12
24,0.12356120472662913,0.019558099025828522,0.07967533646272033,0.12754761884115012,0.013876364037437633,0.38828904986401885,0.026321990491981157,3.59548800863758e-49,0.0,0.07554231623805496,0.014710825140572979,0.11121188568321944,0.019704059767104914,1.2497212820884182e-06
25,0.12082482294746137,0.3437924577022637,0.05618873232488314,0.0011478737492736238,0.03849189278935337,0.01937030491381124,0.06566874922258994,1.199210543267016e-21,8.729744813634129e-158,0.013328524411849764,0.004666984282763677,0.335888120002029,0.0006315053275530386,3.2326167820769623e-08
26,5.1226923919277734e-05,0.1893428073237378,0.2698466811442879,0.13935901583798005,2.646899988372088e-05,0.0014797438445512691,0.006817111182429982,1.459006678293482e-18,3.944254472953873e-48,0.13939023254772837,0.028368154382119867,0.22227699229137707,0.0029568676751905,8.469784679421584e-05
