,ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0,0.0,0.0,0.0,0.288232028968651,0.0,0.0,0.193501026823185,0.0,0.0,0.0,0.0,0.150881704004221,0.0,0.0,0.367385240203942,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0639161147572551,0.375714694964932,0.0,0.177788463507044,0.0,0.0,0.0,0.0,0.152585613333536,0.140273333437403,0.0,0.0,0.0897217799998294,0.0,0.0,0.0,0.0,0.0
2,0.222062831434999,0.0,0.214750161588714,0.0,0.0,0.217700152991985,0.0,0.0,0.115633067124751,0.0,0.0,0.0786112546563249,0.0,0.0,0.0,0.0577062850746869,0.0,0.0,0.0935362471285395,0.0
3,0.0696375134270207,0.0,0.0,0.0,0.0,0.170796744852027,0.430325363556833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0673584226242842,0.261881955539835,0.0,0.0,0.0,0.0
4,0.270046638844104,0.0,0.0720682689946635,0.0,0.0,0.107073779006905,0.0,0.161394978979252,0.0,0.0,0.0,0.0,0.0,0.0,0.0782087989063187,0.0,0.0929918882313129,0.0,0.218215647037443,0.0
5,0.0,0.12502473579004,0.0664105787000307,0.344837546940019,0.0,0.0,0.0,0.0,0.187290763212894,0.0,0.187542164159547,0.0,0.0,0.0,0.0,0.0,0.0,0.088894211197469,0.0,0.0
6,0.205027319357675,0.0,0.0,0.0,0.0,0.0,0.133133894157984,0.0,0.141105449300301,0.0716951772269033,0.193079513883556,0.0,0.0,0.0,0.112751839450865,0.143206806622716,0.0,0.0,0.0,0.0
7,0.0,0.0,0.23816107896774,0.216324767598893,0.0,0.251710286169077,0.0,0.0962019692724548,0.0,0.0,0.0,0.0,0.0,0.197601897991835,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0703352866813752,0.240356800170153,0.0,0.0,0.0,0.0964733891256703,0.145711928765152,0.0582124877007292,0.245092274406068,0.0,0.0,0.0,0.143817833150852,0.0,0.0,0.0,0.0,0.0
9,0.0667501880347411,0.0,0.0,0.0,0.0,0.139472276086951,0.370045065872713,0.0,0.0,0.0,0.0,0.0799337861299553,0.0,0.0,0.0,0.1030535524496,0.116641479876797,0.0,0.124103651549243,0.0
10,0.0,0.225645236163626,0.0,0.209226240979961,0.273356487829946,0.0,0.0,0.0,0.0,0.154387336055557,0.0,0.0,0.0,0.0,0.0689161854985369,0.0,0.0684685134723736,0.0,0.0,0.0
11,0.321044471673525,0.0,0.0,0.0,0.389205743843837,0.0,0.0,0.0,0.289749784482638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0523081784198016,0.0,0.0,0.0,0.0,0.522802919433057,0.0,0.0,0.189698089694932,0.0,0.0,0.0,0.0,0.0,0.235190812452209,0.0,0.0,0.0,0.0,0.0
13,0.106956702022324,0.0,0.0,0.304580025546559,0.0,0.311179385470783,0.0,0.0,0.0770613528173294,0.0,0.0,0.0,0.0,0.0,0.117447130614445,0.0827754035285581,0.0,0.0,0.0,0.0
14,0.0,0.0,0.252376763298536,0.0,0.0,0.150516164206458,0.0,0.0,0.0,0.0759153835164533,0.231796723876178,0.0769895630992062,0.0,0.0605179419338335,0.151887460069336,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.123912920769888,0.120660621297674,0.0,0.449460565784594,0.0,0.0,0.0,0.0,0.117786948574928,0.0,0.0,0.115676880884835,0.0725020626880806,0.0,0.0,0.0,0.0,0.0
16,0.0,0.107589116704189,0.182893952573977,0.0,0.0595216309272215,0.192439042889522,0.0,0.0,0.123769789662653,0.0,0.110344955249583,0.166973142479861,0.0,0.0,0.0,0.0,0.0564683695129934,0.0,0.0,0.0
17,0.0,0.218158365662918,0.213578199330715,0.0,0.0,0.0,0.0,0.0,0.193094424153854,0.0,0.171337275355727,0.0,0.0,0.0,0.203831735496787,0.0,0.0,0.0,0.0,0.0
18,0.0,0.171815340077663,0.0913557876273142,0.0,0.0,0.109969764242572,0.0,0.0,0.106713848656027,0.0,0.216167507416651,0.0914849844307456,0.0,0.0,0.148220333839472,0.0,0.0,0.0642724337095551,0.0,0.0
19,0.0,0.0,0.253997996556407,0.135761740255691,0.0,0.277112425705164,0.0,0.0,0.114870974015333,0.15010387135309,0.0,0.0,0.0,0.0,0.0681529921143138,0.0,0.0,0.0,0.0,0.0
20,0.0,0.165474714499384,0.182095382177821,0.102050272559098,0.0,0.0817860541997363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259006336895819,0.0829885159805358,0.126598723687607,0.0,0.0,0.0
21,0.0749458673914857,0.0,0.0,0.0,0.0,0.228881505900418,0.0964268049743122,0.0,0.0,0.0754424188055084,0.204573089874879,0.0,0.0863425644298809,0.0,0.0830057258992882,0.0,0.150382022724228,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.175546640844712,0.270820382821161,0.0,0.0,0.242042348328429,0.122575240242543,0.092536622809159,0.0,0.0,0.0,0.0964787649539959,0.0,0.0,0.0,0.0,0.0
23,0.0,0.160503216203828,0.0,0.0,0.0,0.365897144153609,0.0,0.0,0.0,0.110385778886636,0.0,0.0,0.0,0.128635976885255,0.0,0.0,0.0,0.0,0.234577883870673,0.0
24,0.0,0.0,0.0,0.0,0.0821462167241414,0.408208955480064,0.0,0.0,0.0,0.0,0.0,0.350872255786652,0.158772572009143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.363145175391262,0.252963531003364,0.201650775280854,0.0,0.0,0.0628620603263519,0.119378457998168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.11749539004058,0.0817992340639337,0.0899353242778307,0.151354145816661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274896807139544,0.0,0.0,0.152708547199353,0.131810551462098,0.0,0.0,0.0,0.0
27,0.0,0.0872573752638276,0.0,0.0766356795409019,0.0,0.6117168282022,0.0,0.0741327837426611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150257333250409
28,0.0,0.0,0.0,0.391050923359467,0.0,0.165433598285401,0.25759718789551,0.0,0.0,0.0,0.0,0.0,0.0,0.185918290459622,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0642005982734174,0.0692605365264962,0.186246892928532,0.0,0.0,0.0,0.0,0.113216730617492,0.0,0.133585649989021,0.0772995800282745,0.0,0.356190011636767,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0873933816221431,0.0794774663836379,0.199197462059744,0.0,0.168794170157069,0.0,0.0,0.0625113704338446,0.0,0.0,0.116665620736443,0.0,0.217056099352583,0.0689044292545349,0.0,0.0,0.0,0.0,0.0
31,0.09195327261862,0.0,0.114199800945549,0.0,0.0,0.237654270842173,0.0,0.0,0.0913826350723818,0.0,0.162356857866598,0.0,0.0,0.0865286552776649,0.119922831614149,0.096001675762864,0.0,0.0,0.0,0.0
