,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.007893195825629584,0.061905631714216494,0.001026778769443655,1.9312049905944936e-07,0.003746208495562804,0.16406590800302454,0.00023293544693888947,0.01946939432690225,0.033487349301821415,0.015808044364529997,0.007521732815785117,0.08448406797455298,0.0004780850181894273,0.06572517216146269,0.04092282491684067,0.09084292282961441,0.01796415713891068,0.07349852043405228,0.12435675460007616,0.01285969065278276,0.01739647195018859,0.03784491916443528,0.0010794750026170666,0.0013225980400902605,2.7151934334011064e-08,0.01356260247729405,0.058500474775078234,1.3882406161320522e-10,4.1850289655877357e-07,0.04400344488580586
1,0.008013569797119537,0.06949070889606504,0.0004840273880410514,5.372112262099877e-06,0.07601300476995612,0.04542948553626349,0.07244861627733916,0.0025984819248776225,0.04703717509880584,0.003295310178131161,0.004654836202824669,0.00440902800384905,4.9870663832455944e-06,0.0865542599588829,0.0020989394234968476,0.04782187495101713,0.0001444020652689369,0.016616041788285033,0.00015143096584474224,0.19531138223250957,0.0009339946829853198,0.08669113766210632,0.024711945073670208,0.02882284235178854,2.2392728563739766e-05,0.08153829150329243,0.03583609453318514,0.007387165730024003,0.0011051993783683443,0.05036800171879267
2,0.030434105468910483,0.030369140461205445,0.0011687685991945986,9.931567702259654e-13,0.10035662126239667,0.11200487420451832,0.13065842259681898,0.00035847009096094597,0.03263632015925319,0.005128826740779512,0.0183099377340344,0.005437099339543262,0.0008953911639886826,0.02857076651160128,0.014801769010840153,0.06655802542823298,0.15633191995199996,0.022729944065596214,0.006739577633470372,0.015077258831939463,0.00625564727519617,0.11435567056398252,0.008865866661228829,0.011478781078569764,1.8536883114707572e-05,0.017965501003960382,0.0010814768198211652,0.034277679341541856,0.0006893810459245287,0.02644422007038187
3,0.14860516404653898,0.04846888429951042,0.006660837813968099,2.3459993625232474e-12,0.12469722219427574,0.03505186087841887,0.05149111362729606,8.27371541335385e-05,0.011931096139055231,0.026481188890227648,0.005324964954388006,0.004201006258053925,7.691710992901519e-13,0.03611968319009856,0.060750006364842866,0.01141964737462035,0.00022635501457403758,0.0404795375020921,0.00015167001261712822,0.006542158029202375,9.687416159415617e-05,0.051612528979299944,0.06994490937152092,0.07733621001998563,8.559961596085961e-06,0.12193529404644395,0.0191316862759896,0.00846124751668356,0.0026840248338944233,0.030103531085962556
4,0.011041630112648563,0.0025431712123882228,0.01005014423105083,4.1212116001371516e-11,0.016163776815961744,0.014070963064319767,0.08475828410922198,0.0017304090200060982,0.007881714271956617,0.038026437973730905,0.014437599857093043,0.0004791701494122643,0.0028928083364590535,0.03642817487705209,0.14975497592221879,0.022280795316063567,0.00013352589914695715,0.020771538602604868,0.0038013768696025674,0.08588704028838434,0.002128635316517419,0.007623902346662507,0.27783418595456316,0.011778372940696627,0.0006811284023336678,0.02395303468866469,0.03302647639568612,0.04869065403150937,0.0062257034743457155,0.06492436947848633
5,0.00687767467877801,0.018376887316025266,0.0006582080612283913,6.446306508015496e-40,0.006330228052145958,0.09327474112793267,0.05303329127984683,0.016004882149881057,0.07662786747621968,0.0471706604792823,0.048384564056491046,3.0470274762720827e-05,1.1898550705534833e-05,0.028657307676006032,0.0053270659203456345,0.0008651345143093323,0.01920827252918283,0.035861996536812796,0.015832582607534063,0.054862137923426695,0.11779074247820659,0.06268579426829309,0.0835823918247495,0.00028044924853147356,0.007451055540687123,0.0892146535042641,0.028867355084003628,0.00738515076453019,0.006238553119579531,0.06910798295623793
6,0.012216203169251816,0.03489994935596257,0.014119281206339143,1.8176087151842468e-07,0.014619092743457475,0.03371453099517006,0.006913444408080397,0.0613331834516959,0.12011084408458443,0.0069055688027676605,0.023133159885834607,0.00028385407585318885,6.921926782234056e-12,0.016561171471471733,0.19235544566148274,0.016795748689145688,1.7409806374562426e-08,0.024245296911966665,0.016052239470279225,0.025244945386930187,0.009745377792605812,0.03222049749183908,0.12105641473880038,0.022012137045984318,0.045370044800825106,0.0035409042272231787,0.06293475443460464,0.0037583464071608338,0.008277375885480519,0.07157998822760281
7,0.0069030255099359885,0.0016405571964008862,0.007306978044647338,1.146309913763883e-24,0.04393537438162024,0.03520700095478191,0.2673552704939945,0.002429391505162404,0.003987616297928061,0.03175007399730918,0.003522394111860412,9.38571280471035e-10,6.51130248820094e-14,0.0025745728106091313,0.03184238107178486,0.004502505421239029,7.33565033952089e-08,0.04477555426259639,0.010466365531872628,0.1495273095446511,0.03558602385118364,0.10456710916919013,0.06295641493013777,0.0004586126335131735,0.0011734948569308691,0.055895329073441816,0.059203206752195356,0.012464385614823341,1.4684577747924097e-10,0.01996897754020436
8,0.0257673126336138,0.021828200384469934,0.012125682609889029,6.747453656020423e-19,0.07861128047331278,0.03538362071280647,0.013474646583199754,0.031407268097694875,0.04406795808822473,0.010070364300493422,0.025417075742563442,6.069668349892956e-08,0.005732431829169827,0.020066882820607625,0.0346228318327868,0.0967757658498726,0.012398298286164653,0.05353859973576607,0.004462180888506996,0.02772333006112741,0.05587267650795146,0.12227321297615859,0.0016241661819933787,0.0008337722195209233,9.639468553649905e-08,0.13614594338491504,0.010959011524006761,0.00020082032378291153,0.00032440237633152855,0.11829210648370006
9,0.03105421217981865,8.910206656046046e-05,0.06962121389966448,1.7622294666454608e-35,0.13160802081473957,0.01750620335560413,0.018028976097614176,0.03177338151267002,0.18565908938011688,4.793539672037794e-05,0.006435078116829584,1.4198670984460054e-08,6.654361494376116e-37,0.007250094891990978,6.786002665164327e-05,0.0011262306988363599,0.001949695211514833,7.461433963019304e-05,0.00014250668196348436,0.008882811790060998,0.10371240136663913,0.02283671571554491,0.02908946150220609,0.026748592762481718,5.166061228941127e-06,0.11254784790669406,0.18152593854910348,0.011731471785677726,6.24846414614052e-05,0.00042287904930477747
